CAT,CAT NAME (PT),F/R,L/R,U/L,I/O,MODEL,MDL NO,CROSS,CAR,MODEL,ANO DE I.,ANO FI.,TRSS,FRAME,ENGINE,SIZE,REMARK,PART NO.
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,BT5012,,UNIV,MAHINDRA,BT50,2012,2020,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DEM03,,UNIV,MAHINDRA,DEMIO,2003,2007,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DEM07,,UNIV,MAHINDRA,DEMIO,2007,2014,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RAN00,,UNIV,FORD,RANGER ,2000,2006,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RAN12,,UNIV,FORD,RANGER ,2012,2021,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,VER03,,UNIV,MAHINDRA,VERISA ,2003,2011,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DMA04,,UNIV,ISUZU,D-MAX,2004,2012,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,KB250,,UNIV,ISUZU,KB,2004,2012,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,KB280,,UNIV,ISUZU,KB,1980,1997,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,COL94,,UNIV,MITSUBISHI,COLT ,1994,1998,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,COL98,,UNIV,MITSUBISHI,COLT ,1998,2009,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,L300,,UNIV,MITSUBISHI,L300,2006,2015,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PAJ93,,UNIV,MITSUBISHI,PAJERO,1993,1999,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PAJ97,,UNIV,MITSUBISHI,PAJERO,1997,1999,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PAJ99,,UNIV,MITSUBISHI,PAJERO,1999,2006,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,CRV01,,UNIV,HONDA,CRV,2001,2006,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,CRV06,,UNIV,HONDA,CRV,2006,2011,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,CRV10,,UNIV,HONDA,CRV,2010,2016,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FIT04,,UNIV,HONDA,FIT,2004,2008,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FIT08,,UNIV,HONDA,FIT,2008,2014,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FIT11,,UNIV,HONDA,FIT,2011,2014,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,VER08,,UNIV,TOYOTA,VERSO,2008,2018,,ZGR10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RAN07,,,FORD,RANGER ,2007,2012,,,,,,SRB455L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PAJ01,,,MITSUBISHI,PAJERO,2001,2006,,,,,,SRB516L134
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,TRI05,,,MITSUBISHI,TRITON,2005,2015,,,,,,SRB525V10
SRC,CAIXA DE DIRECCAO,,,,,ALP02,006L,HAR03,TOYOTA,ALPHARD,2002,2008,,ANH10,,,,SRC006L10
SRC,CAIXA DE DIRECCAO,,,,,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,SRC061M10
SRC,CAIXA DE DIRECCAO,,,,,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,SRC061M10
SRC,CAIXA DE DIRECCAO,,,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,SRC072V10
SRC,CAIXA DE DIRECCAO,,,,,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,SRC085M0
SRC,CAIXA DE DIRECCAO,,,,,HIL05,091V,,TOYOTA,HILUX,2005,2015,,KUN25,,,,SRC091V10
SRC,CAIXA DE DIRECCAO,,,,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,SRC091V10
SRC,CAIXA DE DIRECCAO,,,,,NOA04,125L,,TOYOTA,NOAH ,2004,2007,,AZR60,,,,SRC125L10
SRC,CAIXA DE DIRECCAO,,,,,LAN08,106L,PRA02,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,SRC145V10
SRC,CAIXA DE DIRECCAO,,,,,PRA02,145V,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,SRC145V10
SRC,CAIXA DE DIRECCAO,,,,,PRA12,146U,PRA02,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,SRC145V10
SRC,CAIXA DE DIRECCAO,,,,,HIA924W,086M,HIA92,TOYOTA,HIACE ,1992,2004,,LH119V,,,,SRC155L0
SRC,CAIXA DE DIRECCAO,,,,,DYN85,067Z,QUA04,TOYOTA,DYNA ,1985,1995,,BU60,,,,SRC155L10
SRC,CAIXA DE DIRECCAO,,,,,DYN95,068M,QUA04,TOYOTA,DYNA ,1995,1999,,LY230,,,,SRC155L10
SRC,CAIXA DE DIRECCAO,,,,,QUA04,155L,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,SRC155L10
SRC,CAIXA DE DIRECCAO,,,,,TOY92,212M,QUA04,TOYOTA,TOYOACE ,1992,2024,,YR21,,,,SRC155L10
SRC,CAIXA DE DIRECCAO,,,,,BEL05,036L,RAC05,TOYOTA,BELTA,2005,2016,,SCP92,,,,SRC161L10
SRC,CAIXA DE DIRECCAO,,,,,RAC05,161L,RUN02,TOYOTA,RACTIS,2005,2010,,NCP100,,,,SRC161L10
SRC,CAIXA DE DIRECCAO,,,,,ALP08,007L,RAV06,TOYOTA,ALPHARD,2008,2015,,ANH20,,,DUVIDA,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,AUR06,013L,RAV06,TOYOTA,AURIS,2006,2011,,ZRE152,,,,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,AUR11,014U,RAV06,TOYOTA,AURIS,2011,2018,,ZRE152,,,,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,BLA07,039L,RAV06,TOYOTA,BELTA,2007,2012,,AZE154,,,,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,COR08,059L,RAV06,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,RAV06,170V,,TOYOTA,RAV4,2006,2012,,ACA33,,,,SRC170V10
SRC,CAIXA DE DIRECCAO,,,,,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,ELTR-HYDLC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,ALL07,002L,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,ELTR-HYDLC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,AXI06,029L,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,ELTR-HYDLC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,AXI12,030K,RUN02,TOYOTA,AXIO,2012,2018,,NRE160,,,ELTR-HYDLC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,FIL06,071L,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,ELTR-HYDLC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,HYDRAULIC,SRC181L10
SRC,CAIXA DE DIRECCAO,,,,,SUR95,209M,,TOYOTA,SURF,1995,2000,,KZN130,,,,SRC209M10
SRC,CAIXA DE DIRECCAO,,,,,FUN99,077M,VIT99,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,SRC221M10
SRC,CAIXA DE DIRECCAO,,,,,IST02,103L,VIT99,TOYOTA,IST,2002,2007,,NCP60,,,,SRC221M10
SRC,CAIXA DE DIRECCAO,,,,,PORT04,133L,VIT99,TOYOTA,PORTE,2004,2012,,NNP10,,,,SRC221M10
SRC,CAIXA DE DIRECCAO,,,,,CARV12,309K,,NISSAN,NISSAN,2012,2022,,CBF-VR2E26,,,,SRC309K10
SRC,CAIXA DE DIRECCAO,,,,,NV35012,343K,,NISSAN,NAVARA,2012,2024,,CBF-VW2E26,,,,SRC309K10
SRC,CAIXA DE DIRECCAO,,,,,DUA07,315V,QAS06,NISSAN,DUALS,2007,2013,,DBA-KJ10,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,MUR04,329V,QAS06,NISSAN,MURANO,2004,2007,,CBA-PZ50,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,MUR08,330V,QAS06,NISSAN,MURANO,2008,2014,,CBA-TZ51,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,QAS06,349V,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,QAS13,350U,QAS06,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,QAS14,351U,QAS06,NISSAN,QASHQAI,2014,2021,,DBA-J11,,,,SRC349V10
SRC,CAIXA DE DIRECCAO,,,,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SRC367L10
SRC,CAIXA DE DIRECCAO,,,,,XTR07,368V,QAS06,NISSAN,X-TRAIL,2007,2013,,DBA-NT31,,,,SRC368V10
SRC,CAIXA DE DIRECCAO,,,,,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,SRC456U10
SRC,CAIXA DE DIRECCAO,,,,,DMA04,481V,DTE04,ISUZU,D-MAX,2004,2012,,,,,,SRC481V10
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,043L,,,TOYOTA,CAMRY,2001,2006,,ACV30,,,,STB043L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,CAMI03,,,TOYOTA,CAMI,2003,2006,,J102E,,,,STB047L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,COR96,,,TOYOTA,COROLLA,1996,2000,,AE110,,,,STB061M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RAU97,,COR96,TOYOTA,RAUM,1997,2003,,EXZ10,,,,STB061M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,SPA97,,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,STB061M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,DYN85,,HIA92,TOYOTA,DYNA ,1985,1995,,BU60,,,,STB085M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,DYN95,,HIA92,TOYOTA,DYNA ,1995,1999,,LY230,,,,STB085M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,HIA92,,,TOYOTA,HIACE,1992,2004,,LH107,,,,STB085M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,NOA984W,,HIA92,TOYOTA,NOAH ,1998,2001,,CR40G,,,,STB085M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,FOR05,,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,STB091V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,,,,STB095M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RAN00,,,FORD,RANGER ,2000,2006,,,,,,STB095M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,IS250,,,LEXUS,IS250,2005,2013,,,,,,STB118V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,MAR054W,,,TOYOTA,MARK X,2005,2009,,GSE25-AETLH,,,,STB118V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,,,,STB126M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,STB145V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,147M,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,STB147M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,STB155L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,BEL05,,,TOYOTA,BELTA,2005,2016,,SCP92,,,,STB161L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,IST07,,RAC05,TOYOTA,IST,2007,2016,,ZSP110,,,,STB161L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RAC05,,,TOYOTA,RACTIS,2005,2010,,NCP100,,,,STB161L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,L,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,STB170V13
STB,CASQUILHO DA BARRA ESTABILIZADORA,,L,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,STB170V13
STB,CASQUILHO DA BARRA ESTABILIZADORA,,L,,,AUR11,,,TOYOTA,AURIS,2011,2018,,ZRE152,,,,STB170V13
STB,CASQUILHO DA BARRA ESTABILIZADORA,,L,,,BLA07,,,TOYOTA,BELTA,2007,2012,,AZE154,,,,STB170V13
STB,CASQUILHO DA BARRA ESTABILIZADORA,,L,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,,,,STB170V13
STB,CASQUILHO DA BARRA ESTABILIZADORA,,R,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,STB170V14
STB,CASQUILHO DA BARRA ESTABILIZADORA,,R,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,STB170V14
STB,CASQUILHO DA BARRA ESTABILIZADORA,,R,,,AUR11,,,TOYOTA,AURIS,2011,2018,,ZRE152,,,,STB170V14
STB,CASQUILHO DA BARRA ESTABILIZADORA,,R,,,BLA07,,,TOYOTA,BELTA,2007,2012,,AZE154,,,,STB170V14
STB,CASQUILHO DA BARRA ESTABILIZADORA,,R,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,,,,STB170V14
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,ALL01,,,TOYOTA,ALLION,2001,2007,,NZT240,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,ALL07,,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,AXI06,,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,AXI12,,RUN02,TOYOTA,AXIO,2012,2018,,NRE160,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,FIL06,,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,IST02,,RUN02,TOYOTA,IST,2002,2007,,NCP60,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,STB181L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,FUN99,,VIT99,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,STB221M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,PORT04,,VIT99,TOYOTA,PORTE,2004,2012,,NNP10,,,,STB221M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,HAR98,,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,STB317M134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,MUR04,,,NISSAN,MURANO,2004,2007,,CBA-PZ50,,,,STB329V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,NAV05,,,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,STB335V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,DUA07,,,NISSAN,DUALS,2007,2013,,DBA-KJ10,,,,STB349V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,QAS06,,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,STB349V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,QAS13,,QAS06,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,STB349V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,QAS14,,QAS06,NISSAN,QASHQAI,2014,2021,,DBA-J11,,,,STB349V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,349V,,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,STB349V234
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,DUA07,,,NISSAN,DUALS,2007,2013,,DBA-KJ10,,,,STB349V234
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,AXE03,,,MAHINDRA,AXELA,2003,2009,,,,,,STB409L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,BT5007,,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,STB454L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RAN07,,,FORD,RANGER ,2007,2012,,,,,,STB455L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,BT5012,,,MAHINDRA,BT50,2012,2020,,,,,,STB456U134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,RAN12,,,FORD,RANGER ,2012,2021,,,,,,STB456U134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,KB250,,,ISUZU,KB,2004,2012,,,,,,STB490L134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,TRI05,,,MITSUBISHI,TRITON,2005,2015,,,,,,STB525V134
STB,CASQUILHO DA BARRA ESTABILIZADORA,,LR,,,FIT04,,,HONDA,FIT,2004,2008,,,,,,STB575L134
STBL,PONTERINHAS ESTABILIZADORAS,,LR,,,019L,,,TOYOTA,AVANZA,2007,2011,,F601,,,,STBL019L134
STBL,PONTERINHAS ESTABILIZADORAS,,LR,,,022L,,,TOYOTA,AVENSIS,2006,2008,,AZT250,,,,STBL022L134
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,ALL01,001L,COR02,TOYOTA,ALLION,2001,2007,,NZT240,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,ALL07,002L,COR02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,AXI06,029L,COR02,TOYOTA,AXIO,2006,2011,,NZE141,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,AXI12,030K,COR02,TOYOTA,AXIO,2012,2018,,NRE160,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,BEL05,036L,COR02,TOYOTA,BELTA,2005,2016,,SCP92,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,FIL06,071L,COR02,TOYOTA,FILDER,2006,2012,,NZE121,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,NOA04,125L,COR02,TOYOTA,NOAH ,2004,2007,,AZR60,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,RAU97,167M,COR96,TOYOTA,RAUM,1997,2003,,EXZ10,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,RUN024W,182L,COR02,TOYOTA,RUNX 4WD,2002,2006,,NZE124-AEPEK,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,L,,,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,STBL022L23
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,ALL01,001L,COR02,TOYOTA,ALLION,2001,2007,,NZT240,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,ALL07,002L,COR02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,AXI06,029L,COR02,TOYOTA,AXIO,2006,2011,,NZE141,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,AXI12,030K,COR02,TOYOTA,AXIO,2012,2018,,NRE160,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,BEL05,036L,COR02,TOYOTA,BELTA,2005,2016,,SCP92,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,FIL06,071L,COR02,TOYOTA,FILDER,2006,2012,,NZE121,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,NOA04,125L,COR02,TOYOTA,NOAH ,2004,2007,,AZR60,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,RAU97,167M,COR96,TOYOTA,RAUM,1997,2003,,EXZ10,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,RUN024W,182L,COR02,TOYOTA,RUNX 4WD,2002,2006,,NZE124-AEPEK,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,R,R,,,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,STBL022L24
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,CAM06,044L,CAM01,TOYOTA,CAMRY,2006,2011,,ACV40,,,,STBL043L134
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,CAM06,044L,CAM01,TOYOTA,CAMRY,2006,2011,,ACV40,,,,STBL043L234
STBL,PONTERINHAS ESTABILIZADORAS,,LR,,,045M,,,TOYOTA,CAMRY,1991,1996,,SV30,,,,STBL045M134
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,STBL045M234
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,RAU97,167M,COR96,TOYOTA,RAUM,1997,2003,,EXZ10,,,,STBL045M234
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,STBL045M234
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,STBL045M234
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,RUS08,183L,CAMI03,TOYOTA,RUSH,2008,2017,,J200E,,,,STBL047L234
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,TER06,210L,CAMI03,DAIHATSU,TERIOS,2006,2013,,J200G,,,,STBL047L234
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,CAMI03,047L,,TOYOTA,CAMI,2003,2006,,J102E,,,,STBL047L234
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,STBL061M134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,STBL061M134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,STBL061M134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,DYN95,068M,HIA92,TOYOTA,DYNA ,1995,1999,,LY230,,,,STBL085M134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,STBL085M134
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,STBL091V13
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,LAN08,106L,HIL05,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,STBL091V13
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,PRA12,146U,HIL05,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,STBL091V13
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,STBL091V13
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,STBL091V134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,LAN08,106L,HIL05,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,STBL091V134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,STBL091V134
STBL,PONTERINHAS ESTABILIZADORAS,F,R,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,STBL091V14
STBL,PONTERINHAS ESTABILIZADORAS,F,R,,,LAN08,106L,HIL05,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,STBL091V14
STBL,PONTERINHAS ESTABILIZADORAS,F,R,,,PRA12,146U,HIL05,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,STBL091V14
STBL,PONTERINHAS ESTABILIZADORAS,F,R,,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,STBL091V14
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,HIL95,094M,HIL97,TOYOTA,HILUX,1995,1997,,LN106,,,,STBL094M134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,LAN90,107M,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,STBL107M134
STBL,PONTERINHAS ESTABILIZADORAS,R,LR,,,LAN90,107M,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,STBL107M234
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,IS250,102V,MAR05,LEXUS,IS250,2005,2013,,,,,,STBL118V13
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,MAR05,118V,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,,,,STBL118V13
STBL,PONTERINHAS ESTABILIZADORAS,F,L,,,MAR054W,119V,MAR05,TOYOTA,MARK X,2005,2009,,GSE25-AETLH,,,,STBL118V13
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,IS250,102V,MAR05,LEXUS,IS250,2005,2013,,,,,,STBL118V134
STBL,PONTERINHAS ESTABILIZADORAS,F,LR,,,MAR05,118V,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,,,,STBL118V134
